actype,version,isa_offset,phase,fl,tas,rocd_lo,rocd_nom,rocd_hi,fuel_lo,fuel_nom,fuel_hi
E35L,thaiapm-202607,15,climb,340,389.0,1367.0,1041.0,885.0,,,
E35L,thaiapm-202607,15,descent,340,435.0,,1697.0,,,,
E35L,thaiapm-202607,15,cruise,340,445.0,,,,,,
E35L,thaiapm-202607,15,climb,360,386.0,1153.0,940.0,804.0,,,
E35L,thaiapm-202607,15,descent,360,432.0,,1456.0,,,,
E35L,thaiapm-202607,15,cruise,360,441.0,,,,,,
E35L,thaiapm-202607,15,climb,380,385.0,969.0,820.0,688.0,,,
E35L,thaiapm-202607,15,descent,380,431.0,,1398.0,,,,
E35L,thaiapm-202607,15,cruise,380,441.0,,,,,,
E35L,thaiapm-202607,15,cruise,400,441.0,,,,,,
F2TH,thaiapm-202607,15,climb,0,187.0,3006.0,2706.0,2431.0,,,
F2TH,thaiapm-202607,15,descent,0,123.0,,638.0,,,,
F2TH,thaiapm-202607,15,climb,5,188.0,3006.0,2706.0,2431.0,,,
F2TH,thaiapm-202607,15,descent,5,124.0,,638.0,,,,
F2TH,thaiapm-202607,15,climb,10,190.0,3006.0,2706.0,2431.0,,,
F2TH,thaiapm-202607,15,descent,10,125.0,,638.0,,,,
F2TH,thaiapm-202607,15,climb,15,196.0,3093.0,2768.0,2421.0,,,
F2TH,thaiapm-202607,15,descent,15,137.0,,670.0,,,,
F2TH,thaiapm-202607,15,climb,20,203.0,3179.0,2829.0,2410.0,,,
F2TH,thaiapm-202607,15,descent,20,150.0,,703.0,,,,
F2TH,thaiapm-202607,15,climb,30,217.0,3352.0,2952.0,2388.0,,,
F2TH,thaiapm-202607,15,descent,30,175.0,,769.0,,,,
F2TH,thaiapm-202607,15,climb,40,240.0,3312.0,2916.0,2433.0,,,
F2TH,thaiapm-202607,15,descent,40,194.0,,831.0,,,,
F2TH,thaiapm-202607,15,climb,60,270.0,3444.0,3064.0,2464.0,,,
F2TH,thaiapm-202607,15,descent,60,229.0,,975.0,,,,
F2TH,thaiapm-202607,15,climb,80,280.0,3516.0,3177.0,2437.0,,,
F2TH,thaiapm-202607,15,descent,80,263.0,,1138.0,,,,
F2TH,thaiapm-202607,15,climb,100,292.0,3118.0,2865.0,2388.0,,,
F2TH,thaiapm-202607,15,descent,100,289.0,,1312.0,,,,
F2TH,thaiapm-202607,15,climb,120,306.0,2864.0,2652.0,2361.0,,,
F2TH,thaiapm-202607,15,descent,120,314.0,,1488.0,,,,
F2TH,thaiapm-202607,15,climb,140,318.0,2814.0,2602.0,2303.0,,,
F2TH,thaiapm-202607,15,descent,140,340.0,,1608.0,,,,
F2TH,thaiapm-202607,15,climb,160,328.0,2641.0,2447.0,2198.0,,,
F2TH,thaiapm-202607,15,descent,160,354.0,,1712.0,,,,
F2TH,thaiapm-202607,15,climb,180,338.0,2466.0,2272.0,2080.0,,,
F2TH,thaiapm-202607,15,descent,180,367.0,,1829.0,,,,
F2TH,thaiapm-202607,15,climb,200,349.0,2320.0,2128.0,1946.0,,,
F2TH,thaiapm-202607,15,descent,200,384.0,,1915.0,,,,
F2TH,thaiapm-202607,15,climb,220,360.0,2273.0,2066.0,1874.0,,,
F2TH,thaiapm-202607,15,descent,220,404.0,,1966.0,,,,
F2TH,thaiapm-202607,15,climb,240,371.0,2241.0,2056.0,1856.0,,,
F2TH,thaiapm-202607,15,descent,240,423.0,,2023.0,,,,
F2TH,thaiapm-202607,15,climb,260,383.0,2144.0,1967.0,1784.0,,,
F2TH,thaiapm-202607,15,descent,260,437.0,,2089.0,,,,
F2TH,thaiapm-202607,15,climb,280,396.0,2016.0,1799.0,1641.0,,,
F2TH,thaiapm-202607,15,descent,280,451.0,,2171.0,,,,
F2TH,thaiapm-202607,15,cruise,280,476.0,,,,,,
F2TH,thaiapm-202607,15,climb,300,408.0,1911.0,1695.0,1503.0,,,
F2TH,thaiapm-202607,15,descent,300,460.0,,2195.0,,,,
F2TH,thaiapm-202607,15,cruise,300,471.0,,,,,,
F2TH,thaiapm-202607,15,climb,320,421.0,1798.0,1584.0,1359.0,,,
F2TH,thaiapm-202607,15,descent,320,459.0,,2136.0,,,,
F2TH,thaiapm-202607,15,cruise,320,467.0,,,,,,
F2TH,thaiapm-202607,15,climb,340,417.0,2057.0,1701.0,1312.0,,,
F2TH,thaiapm-202607,15,descent,340,454.0,,2072.0,,,,
F2TH,thaiapm-202607,15,cruise,340,463.0,,,,,,
F2TH,thaiapm-202607,15,climb,360,413.0,2064.0,1620.0,1008.0,,,
F2TH,thaiapm-202607,15,descent,360,450.0,,1952.0,,,,
F2TH,thaiapm-202607,15,cruise,360,459.0,,,,,,
F2TH,thaiapm-202607,15,climb,380,413.0,1590.0,1208.0,521.0,,,
F2TH,thaiapm-202607,15,descent,380,450.0,,1888.0,,,,
F2TH,thaiapm-202607,15,cruise,380,459.0,,,,,,
F2TH,thaiapm-202607,15,climb,400,413.0,1152.0,823.0,312.0,,,
F2TH,thaiapm-202607,15,descent,400,450.0,,1838.0,,,,
F2TH,thaiapm-202607,15,cruise,400,459.0,,,,,,
FA7X,thaiapm-202607,15,climb,0,147.0,3441.0,3134.0,2381.0,,,
FA7X,thaiapm-202607,15,descent,0,126.0,,675.0,,,,
FA7X,thaiapm-202607,15,climb,5,148.0,3441.0,3134.0,2381.0,,,
FA7X,thaiapm-202607,15,descent,5,127.0,,675.0,,,,
FA7X,thaiapm-202607,15,climb,10,149.0,3441.0,3134.0,2381.0,,,
FA7X,thaiapm-202607,15,descent,10,128.0,,675.0,,,,
FA7X,thaiapm-202607,15,climb,15,160.0,3239.0,2927.0,2244.0,,,
FA7X,thaiapm-202607,15,descent,15,145.0,,714.0,,,,
FA7X,thaiapm-202607,15,climb,20,170.0,3037.0,2720.0,2107.0,,,
FA7X,thaiapm-202607,15,descent,20,162.0,,753.0,,,,
FA7X,thaiapm-202607,15,climb,30,192.0,2633.0,2306.0,1833.0,,,
FA7X,thaiapm-202607,15,descent,30,196.0,,831.0,,,,
FA7X,thaiapm-202607,15,climb,40,226.0,3029.0,2652.0,2207.0,,,
FA7X,thaiapm-202607,15,descent,40,217.0,,928.0,,,,
FA7X,thaiapm-202607,15,climb,60,268.0,3687.0,3040.0,2343.0,,,
FA7X,thaiapm-202607,15,descent,60,245.0,,1080.0,,,,
FA7X,thaiapm-202607,15,climb,80,280.0,3925.0,3048.0,2239.0,,,
FA7X,thaiapm-202607,15,descent,80,266.0,,1216.0,,,,
FA7X,thaiapm-202607,15,climb,100,298.0,3233.0,2579.0,2147.0,,,
FA7X,thaiapm-202607,15,descent,100,286.0,,1336.0,,,,
FA7X,thaiapm-202607,15,climb,120,335.0,2964.0,2501.0,2131.0,,,
FA7X,thaiapm-202607,15,descent,120,305.0,,1484.0,,,,
FA7X,thaiapm-202607,15,climb,140,364.0,3277.0,2804.0,2270.0,,,
FA7X,thaiapm-202607,15,descent,140,325.0,,1659.0,,,,
FA7X,thaiapm-202607,15,climb,160,375.0,3243.0,2767.0,2218.0,,,
FA7X,thaiapm-202607,15,descent,160,352.0,,1806.0,,,,
FA7X,thaiapm-202607,15,climb,180,387.0,3262.0,2802.0,2252.0,,,
FA7X,thaiapm-202607,15,descent,180,380.0,,1927.0,,,,
FA7X,thaiapm-202607,15,climb,200,399.0,3080.0,2738.0,2158.0,,,
FA7X,thaiapm-202607,15,descent,200,399.0,,2000.0,,,,
FA7X,thaiapm-202607,15,climb,220,412.0,2761.0,2512.0,2050.0,,,
FA7X,thaiapm-202607,15,descent,220,412.0,,2073.0,,,,
FA7X,thaiapm-202607,15,climb,240,425.0,2524.0,2252.0,1939.0,,,
FA7X,thaiapm-202607,15,descent,240,425.0,,2159.0,,,,
FA7X,thaiapm-202607,15,climb,260,438.0,2297.0,2004.0,1701.0,,,
FA7X,thaiapm-202607,15,descent,260,439.0,,2241.0,,,,
FA7X,thaiapm-202607,15,climb,280,452.0,1992.0,1716.0,1476.0,,,
FA7X,thaiapm-202607,15,descent,280,453.0,,2318.0,,,,
FA7X,thaiapm-202607,15,climb,300,465.0,1917.0,1561.0,1312.0,,,
FA7X,thaiapm-202607,15,descent,300,464.0,,2345.0,,,,
FA7X,thaiapm-202607,15,climb,320,467.0,2016.0,1596.0,1186.0,,,
FA7X,thaiapm-202607,15,descent,320,465.0,,2408.0,,,,
FA7X,thaiapm-202607,15,climb,340,463.0,2077.0,1631.0,1099.0,,,
FA7X,thaiapm-202607,15,descent,340,470.0,,2396.0,,,,
FA7X,thaiapm-202607,15,climb,360,459.0,2031.0,1553.0,1128.0,,,
FA7X,thaiapm-202607,15,descent,360,466.0,,2322.0,,,,
FA7X,thaiapm-202607,15,cruise,360,477.0,,,,,,
FA7X,thaiapm-202607,15,climb,380,459.0,1742.0,1347.0,1083.0,,,
FA7X,thaiapm-202607,15,descent,380,466.0,,2241.0,,,,
FA7X,thaiapm-202607,15,cruise,380,477.0,,,,,,
FA7X,thaiapm-202607,15,climb,400,459.0,1303.0,1091.0,802.0,,,
FA7X,thaiapm-202607,15,descent,400,466.0,,1980.0,,,,
FA7X,thaiapm-202607,15,cruise,400,477.0,,,,,,
FA7X,thaiapm-202607,15,descent,420,466.0,,1805.0,,,,
FA7X,thaiapm-202607,15,cruise,420,477.0,,,,,,
GALX,thaiapm-202607,15,climb,0,196.0,2955.0,2578.0,2306.0,,,
GALX,thaiapm-202607,15,descent,0,143.0,,738.0,,,,
GALX,thaiapm-202607,15,climb,5,197.0,2955.0,2578.0,2306.0,,,
GALX,thaiapm-202607,15,descent,5,144.0,,738.0,,,,
GALX,thaiapm-202607,15,climb,10,199.0,2955.0,2578.0,2306.0,,,
GALX,thaiapm-202607,15,descent,10,145.0,,738.0,,,,
GALX,thaiapm-202607,15,climb,15,207.0,3131.0,2730.0,2409.0,,,
GALX,thaiapm-202607,15,descent,15,155.0,,753.0,,,,
GALX,thaiapm-202607,15,climb,20,215.0,3307.0,2881.0,2512.0,,,
GALX,thaiapm-202607,15,descent,20,165.0,,769.0,,,,
GALX,thaiapm-202607,15,climb,30,232.0,3658.0,3184.0,2719.0,,,
GALX,thaiapm-202607,15,descent,30,186.0,,800.0,,,,
GALX,thaiapm-202607,15,climb,40,247.0,3748.0,3408.0,2928.0,,,
GALX,thaiapm-202607,15,descent,40,207.0,,1016.0,,,,
GALX,thaiapm-202607,15,climb,60,268.0,3930.0,3668.0,3078.0,,,
GALX,thaiapm-202607,15,descent,60,239.0,,1288.0,,,,
GALX,thaiapm-202607,15,climb,80,279.0,4012.0,3627.0,3038.0,,,
GALX,thaiapm-202607,15,descent,80,260.0,,1328.0,,,,
GALX,thaiapm-202607,15,climb,100,289.0,3841.0,3328.0,2734.0,,,
GALX,thaiapm-202607,15,descent,100,281.0,,1409.0,,,,
GALX,thaiapm-202607,15,climb,120,306.0,3534.0,3009.0,2398.0,,,
GALX,thaiapm-202607,15,descent,120,302.0,,1553.0,,,,
GALX,thaiapm-202607,15,climb,140,335.0,3209.0,2784.0,2325.0,,,
GALX,thaiapm-202607,15,descent,140,324.0,,1697.0,,,,
GALX,thaiapm-202607,15,climb,160,361.0,2878.0,2559.0,2189.0,,,
GALX,thaiapm-202607,15,descent,160,346.0,,1848.0,,,,
GALX,thaiapm-202607,15,climb,180,375.0,2591.0,2319.0,2025.0,,,
GALX,thaiapm-202607,15,descent,180,365.0,,1977.0,,,,
GALX,thaiapm-202607,15,climb,200,387.0,2368.0,2112.0,1847.0,,,
GALX,thaiapm-202607,15,descent,200,384.0,,2097.0,,,,
GALX,thaiapm-202607,15,climb,220,399.0,2130.0,1880.0,1606.0,,,
GALX,thaiapm-202607,15,descent,220,401.0,,2191.0,,,,
GALX,thaiapm-202607,15,climb,240,411.0,1847.0,1592.0,1400.0,,,
GALX,thaiapm-202607,15,descent,240,416.0,,2242.0,,,,
GALX,thaiapm-202607,15,climb,260,424.0,1609.0,1425.0,1231.0,,,
GALX,thaiapm-202607,15,descent,260,432.0,,2308.0,,,,
GALX,thaiapm-202607,15,climb,280,437.0,1421.0,1235.0,1056.0,,,
GALX,thaiapm-202607,15,descent,280,446.0,,2377.0,,,,
GALX,thaiapm-202607,15,climb,300,445.0,1405.0,1157.0,1017.0,,,
GALX,thaiapm-202607,15,descent,300,453.0,,2423.0,,,,
GALX,thaiapm-202607,15,cruise,300,471.0,,,,,,
GALX,thaiapm-202607,15,climb,320,449.0,1384.0,1161.0,1007.0,,,
GALX,thaiapm-202607,15,descent,320,455.0,,2416.0,,,,
GALX,thaiapm-202607,15,cruise,320,467.0,,,,,,
GALX,thaiapm-202607,15,climb,340,445.0,1295.0,1064.0,950.0,,,
GALX,thaiapm-202607,15,descent,340,454.0,,2369.0,,,,
GALX,thaiapm-202607,15,cruise,340,463.0,,,,,,
GALX,thaiapm-202607,15,climb,360,441.0,1253.0,1009.0,837.0,,,
GALX,thaiapm-202607,15,descent,360,450.0,,2209.0,,,,
GALX,thaiapm-202607,15,cruise,360,459.0,,,,,,
GALX,thaiapm-202607,15,climb,380,441.0,1094.0,897.0,678.0,,,
GALX,thaiapm-202607,15,descent,380,450.0,,2034.0,,,,
GALX,thaiapm-202607,15,cruise,380,459.0,,,,,,
GALX,thaiapm-202607,15,cruise,400,459.0,,,,,,
GL5T,thaiapm-202607,15,climb,0,185.0,3384.0,2688.0,2216.0,,,
GL5T,thaiapm-202607,15,descent,0,123.0,,675.0,,,,
GL5T,thaiapm-202607,15,climb,5,186.0,3384.0,2688.0,2216.0,,,
GL5T,thaiapm-202607,15,descent,5,123.0,,675.0,,,,
GL5T,thaiapm-202607,15,climb,10,188.0,3384.0,2688.0,2216.0,,,
GL5T,thaiapm-202607,15,descent,10,124.0,,675.0,,,,
GL5T,thaiapm-202607,15,climb,15,193.0,3482.0,2754.0,2246.0,,,
GL5T,thaiapm-202607,15,descent,15,137.0,,714.0,,,,
GL5T,thaiapm-202607,15,climb,20,199.0,3580.0,2820.0,2277.0,,,
GL5T,thaiapm-202607,15,descent,20,151.0,,753.0,,,,
GL5T,thaiapm-202607,15,climb,30,210.0,3775.0,2952.0,2338.0,,,
GL5T,thaiapm-202607,15,descent,30,178.0,,831.0,,,,
GL5T,thaiapm-202607,15,climb,40,233.0,3550.0,2835.0,2289.0,,,
GL5T,thaiapm-202607,15,descent,40,202.0,,983.0,,,,
GL5T,thaiapm-202607,15,climb,60,266.0,3426.0,2804.0,2289.0,,,
GL5T,thaiapm-202607,15,descent,60,238.0,,1188.0,,,,
GL5T,thaiapm-202607,15,climb,80,280.0,3395.0,2835.0,2312.0,,,
GL5T,thaiapm-202607,15,descent,80,264.0,,1246.0,,,,
GL5T,thaiapm-202607,15,climb,100,298.0,2759.0,2416.0,2041.0,,,
GL5T,thaiapm-202607,15,descent,100,286.0,,1328.0,,,,
GL5T,thaiapm-202607,15,climb,120,335.0,2505.0,2144.0,1897.0,,,
GL5T,thaiapm-202607,15,descent,120,306.0,,1456.0,,,,
GL5T,thaiapm-202607,15,climb,140,365.0,2705.0,2303.0,2009.0,,,
GL5T,thaiapm-202607,15,descent,140,334.0,,1553.0,,,,
GL5T,thaiapm-202607,15,climb,160,376.0,2609.0,2303.0,1969.0,,,
GL5T,thaiapm-202607,15,descent,160,365.0,,1631.0,,,,
GL5T,thaiapm-202607,15,climb,180,388.0,2522.0,2210.0,1919.0,,,
GL5T,thaiapm-202607,15,descent,180,387.0,,1732.0,,,,
GL5T,thaiapm-202607,15,climb,200,400.0,2457.0,2132.0,1888.0,,,
GL5T,thaiapm-202607,15,descent,200,399.0,,1813.0,,,,
GL5T,thaiapm-202607,15,climb,220,412.0,2352.0,2016.0,1786.0,,,
GL5T,thaiapm-202607,15,descent,220,412.0,,1841.0,,,,
GL5T,thaiapm-202607,15,climb,240,425.0,2216.0,1891.0,1638.0,,,
GL5T,thaiapm-202607,15,descent,240,425.0,,1919.0,,,,
GL5T,thaiapm-202607,15,climb,260,438.0,2070.0,1740.0,1480.0,,,
GL5T,thaiapm-202607,15,descent,260,438.0,,2031.0,,,,
GL5T,thaiapm-202607,15,climb,280,452.0,1903.0,1561.0,1336.0,,,
GL5T,thaiapm-202607,15,descent,280,452.0,,2097.0,,,,
GL5T,thaiapm-202607,15,climb,300,466.0,1825.0,1526.0,1255.0,,,
GL5T,thaiapm-202607,15,descent,300,466.0,,2144.0,,,,
GL5T,thaiapm-202607,15,cruise,300,495.0,,,,,,
GL5T,thaiapm-202607,15,climb,320,467.0,1940.0,1577.0,1209.0,,,
GL5T,thaiapm-202607,15,descent,320,477.0,,2175.0,,,,
GL5T,thaiapm-202607,15,cruise,320,491.0,,,,,,
GL5T,thaiapm-202607,15,climb,340,463.0,2121.0,1620.0,1231.0,,,
GL5T,thaiapm-202607,15,descent,340,472.0,,2183.0,,,,
GL5T,thaiapm-202607,15,cruise,340,486.0,,,,,,
GL5T,thaiapm-202607,15,climb,360,459.0,2095.0,1663.0,1277.0,,,
GL5T,thaiapm-202607,15,descent,360,468.0,,2136.0,,,,
GL5T,thaiapm-202607,15,cruise,360,482.0,,,,,,
GL5T,thaiapm-202607,15,climb,380,459.0,1962.0,1648.0,1227.0,,,
GL5T,thaiapm-202607,15,descent,380,468.0,,2066.0,,,,
GL5T,thaiapm-202607,15,cruise,380,482.0,,,,,,
GL5T,thaiapm-202607,15,climb,400,459.0,1744.0,1367.0,1042.0,,,
GL5T,thaiapm-202607,15,descent,400,468.0,,1953.0,,,,
GL5T,thaiapm-202607,15,cruise,400,482.0,,,,,,
GL5T,thaiapm-202607,15,climb,420,459.0,1359.0,1033.0,805.0,,,
GL5T,thaiapm-202607,15,descent,420,468.0,,1681.0,,,,
GL5T,thaiapm-202607,15,cruise,420,482.0,,,,,,
GL5T,thaiapm-202607,15,climb,440,459.0,1064.0,850.0,641.0,,,
GL5T,thaiapm-202607,15,descent,440,468.0,,1353.0,,,,
GL5T,thaiapm-202607,15,cruise,440,482.0,,,,,,
GL7T,thaiapm-202607,15,climb,0,180.0,3361.0,2864.0,2439.0,,,
GL7T,thaiapm-202607,15,descent,0,122.0,,638.0,,,,
GL7T,thaiapm-202607,15,climb,5,181.0,3361.0,2864.0,2439.0,,,
GL7T,thaiapm-202607,15,descent,5,122.0,,638.0,,,,
GL7T,thaiapm-202607,15,climb,10,182.0,3361.0,2864.0,2439.0,,,
GL7T,thaiapm-202607,15,descent,10,123.0,,638.0,,,,
GL7T,thaiapm-202607,15,climb,15,187.0,3347.0,2848.0,2379.0,,,
GL7T,thaiapm-202607,15,descent,15,140.0,,678.0,,,,
GL7T,thaiapm-202607,15,climb,20,192.0,3333.0,2831.0,2319.0,,,
GL7T,thaiapm-202607,15,descent,20,156.0,,719.0,,,,
GL7T,thaiapm-202607,15,climb,30,202.0,3305.0,2798.0,2198.0,,,
GL7T,thaiapm-202607,15,descent,30,190.0,,800.0,,,,
GL7T,thaiapm-202607,15,climb,40,220.0,3334.0,2823.0,2330.0,,,
GL7T,thaiapm-202607,15,descent,40,213.0,,952.0,,,,
GL7T,thaiapm-202607,15,climb,60,256.0,3541.0,2931.0,2373.0,,,
GL7T,thaiapm-202607,15,descent,60,249.0,,1161.0,,,,
GL7T,thaiapm-202607,15,climb,80,280.0,3680.0,3011.0,2388.0,,,
GL7T,thaiapm-202607,15,descent,80,273.0,,1250.0,,,,
GL7T,thaiapm-202607,15,climb,100,299.0,3009.0,2512.0,2130.0,,,
GL7T,thaiapm-202607,15,descent,100,289.0,,1320.0,,,,
GL7T,thaiapm-202607,15,climb,120,336.0,2716.0,2345.0,2129.0,,,
GL7T,thaiapm-202607,15,descent,120,299.0,,1383.0,,,,
GL7T,thaiapm-202607,15,climb,140,365.0,2963.0,2598.0,2348.0,,,
GL7T,thaiapm-202607,15,descent,140,325.0,,1456.0,,,,
GL7T,thaiapm-202607,15,climb,160,376.0,2736.0,2391.0,2062.0,,,
GL7T,thaiapm-202607,15,descent,160,359.0,,1553.0,,,,
GL7T,thaiapm-202607,15,climb,180,388.0,2495.0,2200.0,1915.0,,,
GL7T,thaiapm-202607,15,descent,180,382.0,,1681.0,,,,
GL7T,thaiapm-202607,15,climb,200,400.0,2297.0,2097.0,1827.0,,,
GL7T,thaiapm-202607,15,descent,200,398.0,,1809.0,,,,
GL7T,thaiapm-202607,15,climb,220,412.0,2105.0,1905.0,1641.0,,,
GL7T,thaiapm-202607,15,descent,220,411.0,,1888.0,,,,
GL7T,thaiapm-202607,15,climb,240,425.0,1911.0,1649.0,1456.0,,,
GL7T,thaiapm-202607,15,descent,240,424.0,,1950.0,,,,
GL7T,thaiapm-202607,15,climb,260,438.0,1716.0,1464.0,1312.0,,,
GL7T,thaiapm-202607,15,descent,260,437.0,,2015.0,,,,
GL7T,thaiapm-202607,15,climb,280,452.0,1545.0,1352.0,1184.0,,,
GL7T,thaiapm-202607,15,descent,280,451.0,,2065.0,,,,
GL7T,thaiapm-202607,15,climb,300,466.0,1441.0,1266.0,1088.0,,,
GL7T,thaiapm-202607,15,descent,300,466.0,,2112.0,,,,
GL7T,thaiapm-202607,15,climb,320,481.0,1441.0,1219.0,1048.0,,,
GL7T,thaiapm-202607,15,descent,320,481.0,,2183.0,,,,
GL7T,thaiapm-202607,15,climb,340,491.0,1728.0,1409.0,1145.0,,,
GL7T,thaiapm-202607,15,descent,340,490.0,,2214.0,,,,
GL7T,thaiapm-202607,15,climb,360,487.0,1991.0,1648.0,1285.0,,,
GL7T,thaiapm-202607,15,descent,360,487.0,,2175.0,,,,
GL7T,thaiapm-202607,15,climb,380,486.0,1928.0,1568.0,1239.0,,,
GL7T,thaiapm-202607,15,descent,380,486.0,,2097.0,,,,
GL7T,thaiapm-202607,15,climb,400,486.0,1648.0,1329.0,1070.0,,,
GL7T,thaiapm-202607,15,descent,400,486.0,,2016.0,,,,
GL7T,thaiapm-202607,15,cruise,400,491.0,,,,,,
GL7T,thaiapm-202607,15,climb,420,486.0,1329.0,1106.0,824.0,,,
GL7T,thaiapm-202607,15,descent,420,486.0,,1783.0,,,,
GL7T,thaiapm-202607,15,cruise,420,491.0,,,,,,
GL7T,thaiapm-202607,15,climb,440,486.0,1106.0,897.0,636.0,,,
GL7T,thaiapm-202607,15,descent,440,486.0,,1512.0,,,,
GL7T,thaiapm-202607,15,cruise,440,491.0,,,,,,
GLEX,thaiapm-202607,15,climb,0,185.0,3300.0,2783.0,2252.0,,,
GLEX,thaiapm-202607,15,descent,0,125.0,,675.0,,,,
GLEX,thaiapm-202607,15,climb,5,186.0,3300.0,2783.0,2252.0,,,
GLEX,thaiapm-202607,15,descent,5,126.0,,675.0,,,,
GLEX,thaiapm-202607,15,climb,10,188.0,3300.0,2783.0,2252.0,,,
GLEX,thaiapm-202607,15,descent,10,127.0,,675.0,,,,
GLEX,thaiapm-202607,15,climb,15,193.0,3291.0,2759.0,2225.0,,,
GLEX,thaiapm-202607,15,descent,15,142.0,,714.0,,,,
GLEX,thaiapm-202607,15,climb,20,198.0,3281.0,2735.0,2198.0,,,
GLEX,thaiapm-202607,15,descent,20,157.0,,753.0,,,,
GLEX,thaiapm-202607,15,climb,30,209.0,3262.0,2688.0,2144.0,,,
GLEX,thaiapm-202607,15,descent,30,187.0,,831.0,,,,
GLEX,thaiapm-202607,15,climb,40,232.0,3183.0,2672.0,2144.0,,,
GLEX,thaiapm-202607,15,descent,40,207.0,,959.0,,,,
GLEX,thaiapm-202607,15,climb,60,265.0,3236.0,2727.0,2144.0,,,
GLEX,thaiapm-202607,15,descent,60,240.0,,1127.0,,,,
GLEX,thaiapm-202607,15,climb,80,280.0,3343.0,2784.0,2171.0,,,
GLEX,thaiapm-202607,15,descent,80,268.0,,1239.0,,,,
GLEX,thaiapm-202607,15,climb,100,298.0,2894.0,2392.0,1899.0,,,
GLEX,thaiapm-202607,15,descent,100,289.0,,1359.0,,,,
GLEX,thaiapm-202607,15,climb,120,336.0,2579.0,2145.0,1759.0,,,
GLEX,thaiapm-202607,15,descent,120,307.0,,1456.0,,,,
GLEX,thaiapm-202607,15,climb,140,365.0,2616.0,2255.0,1934.0,,,
GLEX,thaiapm-202607,15,descent,140,333.0,,1553.0,,,,
GLEX,thaiapm-202607,15,climb,160,376.0,2472.0,2175.0,1913.0,,,
GLEX,thaiapm-202607,15,descent,160,358.0,,1662.0,,,,
GLEX,thaiapm-202607,15,climb,180,388.0,2353.0,2066.0,1841.0,,,
GLEX,thaiapm-202607,15,descent,180,381.0,,1767.0,,,,
GLEX,thaiapm-202607,15,climb,200,400.0,2219.0,1969.0,1765.0,,,
GLEX,thaiapm-202607,15,descent,200,399.0,,1833.0,,,,
GLEX,thaiapm-202607,15,climb,220,412.0,2086.0,1872.0,1680.0,,,
GLEX,thaiapm-202607,15,descent,220,411.0,,1903.0,,,,
GLEX,thaiapm-202607,15,climb,240,425.0,1995.0,1759.0,1563.0,,,
GLEX,thaiapm-202607,15,descent,240,425.0,,1966.0,,,,
GLEX,thaiapm-202607,15,climb,260,438.0,1856.0,1620.0,1402.0,,,
GLEX,thaiapm-202607,15,descent,260,438.0,,2016.0,,,,
GLEX,thaiapm-202607,15,climb,280,452.0,1685.0,1491.0,1247.0,,,
GLEX,thaiapm-202607,15,descent,280,452.0,,2073.0,,,,
GLEX,thaiapm-202607,15,climb,300,466.0,1588.0,1391.0,1134.0,,,
GLEX,thaiapm-202607,15,descent,300,465.0,,2120.0,,,,
GLEX,thaiapm-202607,15,climb,320,477.0,1697.0,1425.0,1169.0,,,
GLEX,thaiapm-202607,15,descent,320,472.0,,2128.0,,,,
GLEX,thaiapm-202607,15,climb,340,472.0,1872.0,1538.0,1234.0,,,
GLEX,thaiapm-202607,15,descent,340,468.0,,2097.0,,,,
GLEX,thaiapm-202607,15,cruise,340,486.0,,,,,,
GLEX,thaiapm-202607,15,climb,360,468.0,1856.0,1538.0,1200.0,,,
GLEX,thaiapm-202607,15,descent,360,464.0,,2037.0,,,,
GLEX,thaiapm-202607,15,cruise,360,482.0,,,,,,
GLEX,thaiapm-202607,15,climb,380,468.0,1794.0,1491.0,1144.0,,,
GLEX,thaiapm-202607,15,descent,380,463.0,,1924.0,,,,
GLEX,thaiapm-202607,15,cruise,380,482.0,,,,,,
GLEX,thaiapm-202607,15,climb,400,468.0,1573.0,1250.0,981.0,,,
GLEX,thaiapm-202607,15,descent,400,463.0,,1705.0,,,,
GLEX,thaiapm-202607,15,cruise,400,482.0,,,,,,
GLEX,thaiapm-202607,15,climb,420,468.0,1227.0,959.0,765.0,,,
GLEX,thaiapm-202607,15,descent,420,463.0,,1367.0,,,,
GLEX,thaiapm-202607,15,cruise,420,482.0,,,,,,
GLEX,thaiapm-202607,15,climb,440,468.0,1048.0,886.0,641.0,,,
GLEX,thaiapm-202607,15,descent,440,463.0,,1103.0,,,,
GLEX,thaiapm-202607,15,cruise,440,482.0,,,,,,
GLF4,thaiapm-202607,15,climb,0,175.0,3395.0,2889.0,2136.0,,,
GLF4,thaiapm-202607,15,descent,0,138.0,,706.0,,,,
GLF4,thaiapm-202607,15,climb,5,176.0,3395.0,2889.0,2136.0,,,
GLF4,thaiapm-202607,15,descent,5,139.0,,706.0,,,,
GLF4,thaiapm-202607,15,climb,10,177.0,3395.0,2889.0,2136.0,,,
GLF4,thaiapm-202607,15,descent,10,140.0,,706.0,,,,
GLF4,thaiapm-202607,15,climb,15,186.0,3211.0,2711.0,2066.0,,,
GLF4,thaiapm-202607,15,descent,15,152.0,,730.0,,,,
GLF4,thaiapm-202607,15,climb,20,194.0,3026.0,2532.0,1996.0,,,
GLF4,thaiapm-202607,15,descent,20,164.0,,753.0,,,,
GLF4,thaiapm-202607,15,climb,30,211.0,2656.0,2175.0,1856.0,,,
GLF4,thaiapm-202607,15,descent,30,188.0,,800.0,,,,
